rubro,proveedor,medio,provincia,localidad,total_general,canje,centr,descent
Grafica,LAGAR LUIS FERNANDO,PERIODICO EL URBANO,Santiago del Estero,SANTIAGO DEL ESTERO,442000.00,,221000.00,221000.00
TV Cable,SURCOR TV S.A.,CANAL 2 TVEO,Cordoba,CORDOBA,440239.14,440239.14,,
Web,COOP.DE TRAB.COMUNICAR LTDA.,WWW.ELDIARIOCBA.COM.AR,Cordoba,VILLA MARIA,439600.00,,215600.00,224000.00
Web,COOP.TRAB LA QILQA LIMITADA,WWW.LACIUDADWEB.COM.AR,Buenos Aires,ITUZAINGO,439600.00,,,439600.00
Radio FM,ROMERO VIRGINIA SUSANA,FM 95.1 NATIVA MHZ,Jujuy,SAN PEDRO DE JUJUY,439521.44,,86079.56,353441.88
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 4 EXPRESS,Santiago del Estero,SANTIAGO DEL ESTERO,438634.69,,,438634.69
Radio AM,MULTIMEDIOS SAPEM,AM 620 / FM 107.3 - LT 17 RADIO PROVINCIA,Misiones,POSADAS,436927.13,243323.50,,193603.63
Via Publica,HIPUS PUBLICIDAD S.R.L.,HIPUS PUBLICIDAD S.R.L.,Varias,Varias,435600.00,,,435600.00
Web,ROMERO JAVIER CARLOS,WWW.ENORSAI.COM.AR,Capital Federal,CAPITAL FEDERAL,435600.00,,183920.00,251680.00
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 17 MILENIUM TV,Salta,SALTA,435409.44,,106433.42,328976.02
Radio FM,MEDIAMAX S.A.,FM CIUDAD 99.5,Entre Rios,PARANA,435263.20,,,435263.20
Web,PUNTOSEGUIDO S.A.,WWW.PUNTOSEGUIDO.COM.AR,Buenos Aires,CAPITAL FEDERAL,433357.47,,,433357.47
Radio FM,ASOC. CIVIL SEMILLA DEL SUR,FM 95.5 RADIO COMUNITARIA EL BROTE,Cordoba,VILLA CIUDAD PARQUE LOS REARTES,431400.00,,123100.00,308300.00
Radio FM,FUMARONI GERMAN ANGEL,FM 94.3 BRISAS,Buenos Aires,TANDIL,430920.00,,,430920.00
Radio FM,ASOC.P/FORTALECIM.COMUNITARIO,FM 95.5 LA PATRIADA,Jujuy,JUJUY,429300.00,,118800.00,310500.00
Radio FM,PUNTO MEDIO S.R.L.,FM 104.5 LA CUERDA,Salta,SALTA,429039.69,,130275.86,298763.83
Radio FM,EDITORIAL RIO NEGRO S.A.,FM 89.3 RN,Neuquen,NEUQUEN,427969.74,,,427969.74
Via Publica,EXOS S.A.,EXOS S.A.,Varias,Varias,427493.00,,,427493.00
Radio FM,RADIODIFUSORA DEL SUR S.A.,FM 100.1 LA CIENPUNTOUNO,Chubut,COMODORO RIVADAVIA,425895.80,,,425895.80
Radio FM,EL DESTAPE RADIO S.A.,FM 103.5 LIBRE,Buenos Aires,TRENQUE LAUQUEN,425363.40,,,425363.40
Web,RIVAROLA ANTONIO JOSE,WWW.VIANOTICIAS.COM,Buenos Aires,BUENOS AIRES,425000.00,,175000.00,250000.00
Radio FM,COMERCIAL MEDIOS S.A.,FM 98.5 RADIO RIVADAVIA,Catamarca,SAN FERNANDO DEL VALLE DE CATAMARCA,424468.00,,88088.00,336380.00
Radio FM,PETERSEN CARRERAS OSCAR HORACI,FM 100.9 MIS SOLES,Salta,CORONEL MOLDES,423700.00,,147060.00,276640.00
Via Publica,GRUPO VIA S.A.,GRUPO VIA S.A.,Varias,Varias,423500.00,,,423500.00
Radio FM,MARVASO OSCAR FELIPE,FM 91.1 ECO CORDOBA,Cordoba,CORDOBA,422310.00,,95520.00,326790.00
Radio FM,VILLA FERNANDO DANIEL,FM 104.1 RADIO AZUL,Cordoba,VILLA CARLOS PAZ,421470.00,,89810.00,331660.00
Web,MAFRANI S.R.L.,WWW.NOTICIAS247.COM.AR,Capital Federal,CAPITAL FEDERAL,421225.00,,148225.00,273000.00
TV Cable,PROVINCIA DE TIERRA DEL FUEGO,CANAL 13 LU88TV,Tierra del Fuego,RIO GRANDE,421050.00,,,421050.00
Web,BLL ASUNTOS PUB.Y PARLAM. SRL,WWW.INFORMEVIP.COM.AR,Capital Federal,CAPITAL FEDERAL,419466.67,,,419466.67
Web,DIB JUAN DOMINGO,WWW.INFOMIBA.COM.AR,Capital Federal,CAPITAL FEDERAL,419022.98,,49206.66,369816.32
Radio FM,ASOC.CIVIL COLECTIVO GRAFICO,FM 89.3 RADIO GRAFICA,Capital Federal,CAPITAL FEDERAL,418900.00,,66690.00,352210.00
Radio FM,COMERCIAL MEDIOS S.A.,FM 93.3 ROCK & POP,Jujuy,JUJUY,418660.00,,88088.00,330572.00
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL LOCAL ZARATE,Buenos Aires,ZARATE,418155.44,,,418155.44
Radio FM,COOPERATIVA DE TRABAJO SUR LTD,FM 90.1 SUR,Cordoba,CORDOBA,416336.80,,142072.15,274264.65
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 2,Buenos Aires,SANTA TERESITA,416043.38,,,416043.38
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 4,Buenos Aires,PIGUE,416043.38,,,416043.38
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 4 TV,Buenos Aires,CARLOS CASARES,416043.38,,,416043.38
TV Cable,CINAMO COMUNICACIONES S.A.,LIMA VIDEO CABLE,Buenos Aires,LINCOLN,416043.38,,,416043.38
Web,DEBOLI JORGE ANIBAL,WWW.INFOGEI.COM,Buenos Aires,LA PLATA,415800.00,,140700.00,275100.00
Web,ABELENDO INES MARIA,WWW.TVDOC.COM.AR,Santa Fe,SANTA FE,415500.00,,205500.00,210000.00
TV Cable,CINAMO COMUNICACIONES S.A.,CCTV SALTO,Buenos Aires,SALTO,415075.38,,,415075.38
TV Cable,ANDONI PRODUCCIONES S.A.,CANAL 12,Chubut,TRELEW,414800.11,,,414800.11
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 13,La Rioja,LA RIOJA,410026.65,,,410026.65
Radio AM,MELIT S.A.,AM 980 LT39,Entre Rios,VICTORIA,409830.40,218344.00,,191486.40
Web,EDITORIAL MAX TRADE S.R.L.,WWW.HOYDIA.COM.AR,Cordoba,CORDOBA,409605.00,,165585.00,244020.00
Web,ROMANO SERGIO RAUL,WWW.DIARIOTEXTUAL.COM,Capital Federal,CAPITAL FEDERAL,406666.66,,80000.00,326666.66
Radio FM,MEDIAMAX S.A.,FM 99.9 REPUBLICA,Misiones,POSADAS,406597.15,,,406597.15
Radio FM,DI SCALA FERNANDO LUIS,FM 92.3 SAN PEDRO,Jujuy,SAN PEDRO,406080.00,,85120.00,320960.00
Radio FM,MARENGO EDUARDO MATEO,FM 106.7 RADIO CADENA MAXIMA,Salta,ORAN,405000.00,,247200.00,157800.00
Web,INFONEWS COOPERATIVA DE TRABAJ,WWW.INFONEWS.COM,Capital Federal,CAPITAL FEDERAL,404724.67,,,404724.67
Web,NUMEN S.R.L.,WWW.ELTUCUMANO.COM,Tucuman,SAN MIGUEL DE TUCUMAN,404250.00,,123375.00,280875.00
Web,QUADROS EMPRESA INTERMEDIADORA,WWW.LAGARCIARED.AR,Buenos Aires,LA PLATA,401122.05,,,401122.05
Web,PETRONZI VERONICA ROXANA,WWW.QUORUMDIGITAL.NET,Buenos Aires,QUILMES,400000.00,,,400000.00
Radio FM,MEDIAMAX S.A.,FM 91.3 CLASSIC,Misiones,POSADAS,395999.60,,,395999.60
Web,DUO PRODUCTORA S.R.L.,WWW.VIVOBAIRES.COM,Buenos Aires,CAPITAL FEDERAL,395266.66,,,395266.66
Web,BOVAZZI GABRIEL FERNANDO,WWW.ZONANORTEHOY.COM,Buenos Aires,SAN FERNANDO,395000.00,,40000.00,355000.00
Radio FM,ALSINA ALCOBERT MARCELO IVAN,FM 107.9 LA ISLA,Catamarca,CATAMARCA,394800.00,,91080.00,303720.00
Radio FM,UNOMEDIOS S.A.,FM 94.1 LA RED DEPORTIVA,Mendoza,LAS HERAS,394403.86,317726.64,,76677.22
Grafica,EDITORIAL PERFIL S.A.,REVISTA WEEKEND,Capital Federal,CAPITAL FEDERAL,394326.90,,394326.90,
Web,RADIOS DEL VALLE S.R.L.,WWW.MEJORINFORMADO.COM,Neuquen,NEUQUEN,393939.41,,82369.15,311570.26
Web,SANCHEZ EDGARDO ABEL,WWW.ELONCE.COM,Entre Rios,PARANA,393750.00,,78750.00,315000.00
Radio FM,MEDIOS ANDINOS S.A.,FM 104.5,Mendoza,SAN RAFAEL,393672.62,,29565.04,364107.58
TV Cable,JUSTO DARACT IMAGEN S.A.,CANAL 10 CAROLINA,San Luis,SAN LUIS,392124.70,392124.70,,
Web,BARRERA LAUREANO,WWW.PERYCIA.COM,Buenos Aires,LA PLATA,390999.99,,,390999.99
Radio FM,MEDIAMAX S.A.,FM 107.3 LA ROCKA,Chaco,RESISTENCIA,390918.39,,,390918.39
Radio FM,COMAS MARIELA SUSANA,FM 106.5 CLASSIQUE,Buenos Aires,LA PLATA,390333.90,,61952.00,328381.90
Via Publica,METROPOLI PUBLICIDAD EXT. S.A.,METROPOLI PUBLICIDAD EXT. S.A.,Varias,Varias,390225.00,,,390225.00
Web,POL-P PRODUCCIONES S.R.L.,EENERGETICA.COM.AR,Capital Federal,CAPITAL FEDERAL,389900.00,,,389900.00
Web,SOSA SANCHEZ MARIA LAURA,WWW.TODOROCA.COM,Rio Negro,GRAL. ROCA,389546.67,,199642.67,189904.00
TV Cable,LONGARELA ALBERTO DANIEL,NORTE VISION,Salta,ROSARIO DE LERMA,388845.60,,103092.00,285753.60
Web,REGALADO JUAN PABLO,WWW.AVELLANEDAHOY.COM.AR,Buenos Aires,AVELLANEDA,388833.33,,80000.00,308833.33
Radio FM,RODEAR PRODUCCIONES S.R.L.,FM 102.3 PALIHUE,Buenos Aires,BAHIA BLANCA,388822.61,,86368.59,302454.02
Grafica,COOP.DE TRAB.EX TRAB.CRITICA,REVISTA CITRICA,Capital Federal,CAPITAL FEDERAL,387965.50,,129285.00,258680.50
Radio FM,SAMMITO DINO FELIX,FM 101.1 DIAL RADIO TV,Mendoza,SAN RAFAEL,387655.00,,51947.00,335708.00
Web,SZMUKLER JOSE MARTIN,WWW.NORTEONLINE.COM.AR,Buenos Aires,TIGRE,386662.50,,52937.50,333725.00
Radio FM,D AGOSTINO OSCAR DOMINGO,FM 96.9 LA 97 RADIO FUEGUINA,Tierra del Fuego,RIO GRANDE,386640.00,,,386640.00
Via Publica,EXOS S.A.,EXOS S.A.,Varias,Varias,385990.00,,,385990.00
Radio FM,EL DESTAPE RADIO S.A.,FM 102.1 TOP,San Luis,VOLCAN,385469.70,,177289.20,208180.50
Radio FM,EL DESTAPE RADIO S.A.,FM 102.7 RADIO FUN,Catamarca,CATAMARCA,385469.70,,177289.20,208180.50
Radio FM,EL DESTAPE RADIO S.A.,FM 94.9 RADIO DESVELO,Buenos Aires,SAN NICOLAS,385469.70,,177289.20,208180.50
Radio FM,EL DESTAPE RADIO S.A.,FM 98.5 RADIO LA VALVULA,Santa Cruz,EL CALAFATE,385469.70,,177289.20,208180.50
Radio FM,COOP.TRAB.CITRICA AUDIOV. LTDA,FM 88.5 RADIO CITRICA,Buenos Aires,AVELLANEDA,385290.00,,127170.00,258120.00
Web,GARCIA SABRINA VANESA,WWW.SANFERNANDONUESTRO.COM.AR,Buenos Aires,VICTORIA,383680.00,,32680.00,351000.00
Radio FM,CANO LUIS ALBERTO,FM 97.9 ALTOS,Buenos Aires,BAHIA BLANCA,383348.57,,,383348.57
Radio FM,SATURNO S.R.L.,FM 91.1 ARIES,Salta,SALTA,382021.40,118441.40,32040.00,231540.00
Radio FM,MEDIAMAX S.A.,FM 99.9 LA 100,Entre Rios,PARANA,381550.97,,,381550.97
TV Cable,UNIVERSIDAD NACIONAL LITORAL,CANAL 28.1 LITUS TV UNL,Santa Fe,SANTA FE,381312.00,,65844.00,315468.00
Via Publica,CULTURA BRAND SA,CULTURA BRAND SA,Varias,Varias,381150.00,,,381150.00
Web,GARCIA SABRINA VANESA,WWW.ZONANORTEAMBIENTAL.COM.AR,Buenos Aires,VICTORIA,381000.00,,30000.00,351000.00
Radio FM,COOPERATIVA DE TRABAJO VIARAVA,FM 98.1 UNA RADIO MUCHAS VOCES,Cordoba,CAPILLA DEL MONTE,380570.00,,129870.00,250700.00
Web,CUARTO DE MILLA S.A.,WWW.REVISTAAREATRES.COM.AR,Mendoza,MENDOZA,379750.00,,187250.00,192500.00
Radio FM,MEDIAMAX S.A.,FM 100.1 PANORAMA,Santiago del Estero,SANTIAGO DEL ESTERO,379445.72,,,379445.72
Via Publica,MEGA ESTRUCTURAS PUBLICIT. SRL,MEGA ESTRUCTURAS PUBLICIT. SRL,Varias,Varias,379214.00,,,379214.00
Radio AM,ERRICO TOMAS,AM 690 K24,Capital Federal,CAPITAL FEDERAL,379042.00,,,379042.00
Radio AM,ACUNA GABRIELA ALEJANDRA,AM 930  LV28 RADIO VILLA MARIA,Cordoba,VILLA MARIA,378979.26,,135841.86,243137.40
Radio FM,TV RIO DIAMANTE S.A.,FM 95.7,Mendoza,SAN RAFAEL,378950.22,136756.62,33105.60,209088.00
Radio FM,MEDIAMAX S.A.,FM 95.5 LA 100,Tucuman,SAN MIGUEL DE TUCUMAN,377955.96,,,377955.96
Radio FM,RR PRODUCCIONES S.A.,FM 92.1 PLAZA,Buenos Aires,PILAR,372649.75,,,372649.75
TV Cable,J.G. REPRESENTACIONES S.A.,CANAL 4,Buenos Aires,BAHIA BLANCA,372002.40,,,372002.40
Radio FM,ESTACION MARINA S.A.,FM 101.9 ESTACION MARINA,Buenos Aires,PINAMAR,371893.50,,,371893.50
Web,RODRIGUEZ PABLO JAVIER,WWW.INFOZONA.COM.AR,Buenos Aires,Varias,371833.35,,40733.34,331100.01
Web,CUARTA DIMENSION PROD. S.R.L,WWW.ADNARG.COM.AR,Buenos Aires,CAPITAL FEDERAL,371066.67,,,371066.67
Web,HAMAKOM S.R.L.,WWW.RADIOJAI.COM,Buenos Aires,CAPITAL FEDERAL,371066.65,,,371066.65
Web,TOLEDO SILVIA VIVIANA,WWW.GBAREPORTER.COM,Buenos Aires,PILAR,371000.00,,,371000.00
Radio FM,GALLEGO RICARDO ARMANDO,FM 102.5 VALLE DIGITAL,Salta,CERRILLOS,370100.00,,129600.00,240500.00
Web,ALONSO LUIS PABLO,WWW.MUNICIPIOSDEARGENTINA.COM,Buenos Aires,JUNIN,369950.00,,,369950.00
Web,EDITORA S.A.,WWW.ELTRIBUNO.COM,Jujuy,JUJUY,368793.75,,,368793.75
Web,ZAFFARANA SALVADOR CARLOS ALBE,WWW.LUISAVALMAGGIA.COM,Capital Federal,CAPITAL FEDERAL,367839.99,,,367839.99
Web,DAVILA MARTIN ALEJANDRO,WWW.GENTEBA.COM.AR,Capital Federal,CAPITAL FEDERAL,366666.68,,76666.67,290000.01
Web,SCHULMAN ANDRES MARTIN,WWW.JUVENTUDINFORMADA.COM.AR,Capital Federal,CAPITAL FEDERAL,366666.47,,,366666.47
Grafica,EMPRESA PERIODIST. GRAFIS SRL,LA VOZ,Buenos Aires,ZARATE,365586.16,,45698.27,319887.89
Radio FM,RADIOINTEGRACION S.A.,FM 94.7 LA CINCO,Neuquen,NEUQUEN,365336.46,143103.96,,222232.50
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 3,La Pampa,LA PAMPA,364784.75,,,364784.75
TV Cable,ARROSE S.A.,TV CABLE IBARRETA COLOR,Formosa,IBARRETA,364427.31,364427.31,,
Web,FABINI DANIEL OSCAR,WWW.ELPARLA.COM,Buenos Aires,LA PLATA,364166.65,,30666.66,333499.99
Web,CADENA DE RADIO ECO S.A.,WWW.ECOMEDIOS.COM,Capital Federal,CAPITAL FEDERAL,363000.00,,,363000.00
Web,CUARTA DIMENSION PROD. S.R.L,WWW.AGENDAPYME.COM.AR,Capital Federal,CAPITAL FEDERAL,363000.00,,,363000.00
Web,SUAREZ ALFREDO ANTONIO,WWW.BAIRESNOTAS.COM,Buenos Aires,BUENOS AIRES,363000.00,,,363000.00
Web,SUAREZ ALFREDO ANTONIO,WWW.FIESTASYCAMINOS.COM.AR,Buenos Aires,BUENOS AIRES,363000.00,,,363000.00
Web,TELEARTE S.A.,WWW.ELNUEVE.COM.AR,Capital Federal,CAPITAL FEDERAL,363000.00,,121000.00,242000.00
Web,GESTION ESTRATEGICA S.R.L.,WWW.CORRIENTESHOY.COM,Corrientes,CORRIENTES,361790.00,,125840.00,235950.00
Radio FM,UNOMEDIOS S.A.,FM 98.1 AYER,Mendoza,LAS HERAS,360415.44,360415.44,,
Web,FERNANDEZ AMALLO VALERIA A.,WWW.PHARMABAIRES.COM,Capital Federal,CAPITAL FEDERAL,360000.00,,,360000.00
Radio FM,BONITA S.R.L.,FM 97.3 RADIO BOING,Santa Fe,ROSARIO,359914.50,,99099.00,260815.50
Web,P2P MEDIA S.R.L.,WWW.PORTALDIARIO.NET,Buenos Aires,GBA,359861.67,,,359861.67
Grafica,RED DE RECEPTORIAS S.A.,EL ARGENTINO,Capital Federal,CAPITAL FEDERAL,359125.00,,359125.00,
Web,PAVESIO LUIS ALBERTO,WWW.NOTICIASAMBIENTALES.COM,Capital Federal,CAPITAL FEDERAL,359100.00,,99750.00,259350.00
TV Cable,CINCO CANUELAS S.A.,CANAL 5 CANUELAS,Buenos Aires,CANUELAS,358789.20,,38623.20,320166.00
Web,FOJA CERO PRODUCCIONES S.R.L.,WWW.15COMUNAS.COM.AR,Capital Federal,CAPITAL FEDERAL,358756.67,,66300.00,292456.67
Grafica,GB COMUNICACION S.R.L.,EL PERIODICO,Cordoba,SAN FRANSISCO,357467.50,,167407.50,190060.00
Radio FM,MEDIAMAX S.A.,FM 92.1 RADIO ESTACION XLW,San Luis,SAN LUIS,357462.28,,,357462.28
Radio AM,MEDIAMAX S.A.,AM LT4 670,Misiones,POSADAS,355526.95,,,355526.95
TV Cable,PROD.DESIERTO DE LOS ANDES S.A,CANAL 2,La Rioja,LA RIOJA,355337.07,355337.07,,
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 2 TEVECOA,Mendoza,GENERAL ALVEAR,352459.39,,,352459.39
TV Cable,UNIVERSIDAD NACIONAL DE CUYO,SE丕L U,Mendoza,MENDOZA,350208.00,,62604.00,287604.00
Web,FILARDI JUAN IGNACIO,INTERESGENERAL.COM.AR,Buenos Aires,CIUDAD DE BUENOS AIRES,350000.00,,,350000.00
Radio FM,COMERCIAL MEDIOS S.A.,FM 95.9 ROCK AND POP,La Pampa,GENERAL PICO,349690.00,,88088.00,261602.00
Radio FM,MANTESA AUGUSTO MANUEL,FM 105.3 BLUE,Buenos Aires,LA PLATA,349598.04,,28168.80,321429.24
TV Cable,TAPIA VARGAS ANA GABRIELA,CANAL 4,Catamarca,SANTA MARIA,348400.00,,61600.00,286800.00
Radio FM,VORTERIX S.A.,FM 103.1,Capital Federal,CAPITAL FEDERAL,346430.26,,346430.26,
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 2,Buenos Aires,GENERAL LAMADRID,346302.00,,,346302.00
TV Cable,SENTIDOS S.A.,CANAL SOMOS FEDERACION,Entre Rios,FEDERACION,346216.33,,,346216.33
TV Cable,SENTIDOS S.A.,CANAL SOMOS EL VALLE,Neuquen,NEUQUEN,346084.20,,,346084.20
Radio FM,CECOP CTRO.EDUC.COM.BIBL.POPU.,FM 91.3 AIRE LIBRE,Santa Fe,ROSARIO,345960.00,,89910.00,256050.00
Web,CAPITAL FEDERALNILLAS ALBERTO ADRIAN,WWW.CORREVEIDILE.COM.AR,Mendoza,MENDOZA,345239.99,,136780.00,208459.99
Radio FM,J.G. REPRESENTACIONES S.A.,FM 97.3 LIGHT,San Juan,SAN JUAN,344966.16,,56918.40,288047.76
Grafica,DEBOLI JORGE ANIBAL,DIARIO EL MENSAJERO DE LA COSTA,Buenos Aires,GENERAL MADARIAGA,344760.00,,43095.00,301665.00
Radio FM,RODEAR PRODUCCIONES S.R.L.,FM 103.1 RADIO ATLANTICA,Buenos Aires,MONTE HERMOSO,344583.80,,86248.80,258335.00
Radio FM,SENTIDOS S.A.,FM 93.7 LA RED,Neuquen,NEUQUEN,344559.60,,,344559.60
Radio FM,RODEAR PRODUCCIONES S.R.L.,FM 92.3 RADIO POTENZA,Buenos Aires,PILA,344317.60,,,344317.60
Radio FM,COOP DE TRAB FABRICA DE IDEAS,FM 102.7 RADIO TORTUGA,Cordoba,ALTA GRACIA,343906.20,,101494.80,242411.40
Radio FM,RODEAR PRODUCCIONES S.R.L.,FM 97.3 UNIVERSO,Buenos Aires,CAPITAN SARMIENTO,342623.60,,86248.80,256374.80
Radio FM,COMERCIAL MEDIOS S.A.,94.3 RIVADAVIA,Neuquen,NEUQUEN,340978.00,,,340978.00
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 4,Neuquen,VILLA LA ANGOSTURA,340684.58,,,340684.58
TV Cable,RODEAR PRODUCCIONES S.R.L.,CANAL LOCAL CABLEVISION,Buenos Aires,CARMEN DE ARECO,339985.80,,,339985.80
Web,LORO COMMUNICATION S.A.,WWW.24CON.COM,Buenos Aires,CAPITAL FEDERAL,339958.34,,173908.34,166050.00
Web,CANO LUIS ALBERTO,WWW.FRENTEACANO.COM.AR,Buenos Aires,BAHIA BLANCA,336735.00,,127277.50,209457.50
Web,LADO X S.R.L.,WWW.SUMAPOLITICA.COM.AR,Santa Fe,ROSARIO,336000.00,,126000.00,210000.00
Web,TIJMAN GABRIELA ALEJANDRA,WWW.ELSUBMARINOJUJUY.COM.AR,Jujuy,SAN SALVADOR DE JUJUY,336000.00,,120000.00,216000.00
Radio FM,ASOC.MUTUAL CARLOS MUGICA,FM 103.9 LA RANCHADA,Cordoba,CORDOBA,334320.00,,91760.00,242560.00
Radio FM,SUQUIA FM S.R.L.,FM 96.5 RADIO SUQUIA,Cordoba,CORDOBA,334100.00,,97850.00,236250.00
Radio FM,RADIOS DEL VALLE S.R.L.,FM 90.7 RADIO DEL VALLE,Neuquen,NEUQUEN,332820.00,,,332820.00
Radio FM,RADIOS DEL VALLE S.R.L.,FM 96.1 LAS PALMAS,Neuquen,NEUQUEN,332820.00,,,332820.00
Web,SEPTIMO CIELO S.R.L.,WWW.LED.FM,Capital Federal,CAPITAL FEDERAL,332750.00,,,332750.00
Grafica,COOP. DE TRAB. ECOMEDIOS LTDA.,ECODIAS,Buenos Aires,BAHIA BLANCA,331500.00,,110500.00,221000.00
Web,EBENO S.R.L.,WWW.NOTINETT.COM.AR,Capital Federal,CAPITAL FEDERAL,330088.00,,145200.00,184888.00
Web,VORTICE PRODUC.MULTIMEDIOS S.A,WWW.ELTRIBUNOTUCUMAN.INFO,Tucuman,SAN MIGUEL DE TUCUMAN,329065.17,,77427.10,251638.07
Radio FM,MENDIONDO RUTH M.DE LA CARIDAD,FM 88.9 RADIO PLAY,Mendoza,MENDOZA,328083.00,,62577.00,265506.00
Grafica,BURGOS ZAMBRANO RAMON OSCAR,DIARIO EL EXPRESO DE SALTA,Salta,SALTA,327600.00,,163800.00,163800.00
Radio FM,MELIT S.A.,FM 90.3,Entre Rios,VICTORIA,327519.60,196008.00,,131511.60
Radio FM,COMERCIAL MEDIOS S.A.,FM 94.9 ROCK & POP,Corrientes,CORRIENTES,326942.00,,88088.00,238854.00
Web,MENTAL MEDIA SRL,WWW.QUEDATAZO.COM,Capital Federal,CAPITAL FEDERAL,326700.00,,,326700.00
Web,TERRE FRANCISCO EMILIANO,WWW.PERIODICO9DEJULIO.COM,Santa Fe,VILLA MINETTI,326700.00,,137940.00,188760.00
Radio FM,MEDIAMAX S.A.,FM 93.9 RADIO POWER,Entre Rios,PARANA,325493.56,,,325493.56
Radio AM,PAMPA DIFUSORA S.R.L.,AM 980 LU 37 RADIO GENERAL PICO,La Pampa,GENERAL PICO,325376.00,,65968.00,259408.00
Web,FERNANDEZ ABEL BALDOMERO,AGENDARWEB.COM.AR,Capital Federal,CAPITAL FEDERAL,325351.00,,,325351.00
Radio FM,EL DESTAPE RADIO S.A.,FM 93.5 CIUDAD GESELL,Buenos Aires,VILLA GESELL,323554.00,,,323554.00
Grafica,COOP D TRAB EL CORREO D FIRMAT,SEMANARIO EL CORREO DE FIRMAT,Santa Fe,FIRMAT,323102.00,,110500.00,212602.00
Web,CTRO.ESTUDIOS AUTOGEST.ECONOMI,WWW.REVISTA2016.AR,Buenos Aires,BUENOS AIRES,321973.34,,142666.67,179306.67
Web,CTRO.ESTUDIOS AUTOGEST.ECONOMI,WWW.INFOBLANCOSOBRENEGRO.COM,Buenos Aires,BUENOS AIRES,320906.68,,142666.67,178240.01
Web,NEGRI JUAN MANUEL,DIPUTADOSBSAS.COM.AR,Buenos Aires,LA PLATA,319000.00,,233000.00,86000.00
Web,EL INDEPENDIENTE COPEGRAF LTDA,WWW.ELINDEPENDIENTE.COM.AR,La Rioja,LA RIOJA,318055.83,,111420.84,206634.99
Web,JARUR DUERY RICARDO FUAD,WWW.DIARIOSANRAFAEL.COM.AR,Mendoza,SAN RAFAEL,317838.34,,126001.67,191836.67
Radio FM,LEAL FABIANA MARCELA,FM 98.1 LA BARCAZA,Rio Negro,CERVANTES,315090.00,,,315090.00
Web,MAGALLANA MULTIMEDIA S.A.S,WWW.ADNRIONEGRO.COM.AR,Rio Negro,VIEDMA,315000.00,,63000.00,252000.00
Web,PREFIJO DIGITAL S.R.L.,WWW.EDICIONSEPTIMA.COM.AR,Buenos Aires,LA PLATA,315000.00,,,315000.00
Web,PREFIJO DIGITAL S.R.L.,WWW.INFOARGENTINOS.COM.AR,Capital Federal,CAPITAL FEDERAL,315000.00,,,315000.00
Web,PREFIJO DIGITAL S.R.L.,WWW.INFOBONAERENSES.COM.AR,Buenos Aires,BUENOS AIRES,315000.00,,,315000.00
Web,TRES ELES PRODUCCIONES S.R.L.,WWW.MILLASXELMUNDO.COM,Capital Federal,CAPITAL FEDERAL,315000.00,,157500.00,157500.00
Web,TRES ELES PRODUCCIONES S.R.L.,WWW.SOYDELROJO.COM,Buenos Aires,AVELLANEDA,315000.00,,157500.00,157500.00
Radio FM,RODEAR PRODUCCIONES S.R.L.,FM 90.7 MAGICA,Buenos Aires,LOBOS,313535.20,,,313535.20
Radio FM,MEDIAMAX S.A.,FM 105.5 RADIO 2,Jujuy,SAN SALVADOR DE JUJUY,312941.21,,,312941.21
Web,COOP. NOTICIAS DE AYER LTDA.,WWW.ANSOL.COM.AR,Capital Federal,CAPITAL FEDERAL,311113.54,,,311113.54
TV Cable,COSMOVISION S.R.L.,CANAL 4 COSMOVISION DIGITAL,Rio Negro,LUIS BELTRAN,310183.50,,,310183.50
Grafica,AZOCAR GONZALEZ MAURICIO LUIS,LAS NOTICIAS,San Juan,SAN JUAN,309400.00,,132600.00,176800.00
TV Cable,3470 PRODUCCIONES S.A.,CANAL 2 NEXT TV,Santa Fe,RAFAELA,308973.50,,47432.00,261541.50
Radio AM,JORGE ESTORNELL S.A.,AM 990 - RADIO CALINGASTA + FM 103.5 NUESTRA,San Juan,SAN JUAN,308461.78,308461.78,,
Radio FM,EDITORIAL EL DIA S.R.L.,FM 104.1 RADIO CERO,Entre Rios,GUALEGUAYCHU,307966.00,,60200.00,247766.00
Radio FM,DIFUSORA ENTRERRIANA SA R Y TV,FM 89.3 LA RED,Entre Rios,CONCORDIA,307928.06,307928.06,,
Radio FM,RADIO LOS CERROS S.A.,FM 94.9 BRAVA,Mendoza,LAS HERAS,307490.04,307490.04,,
Radio AM,PIEZA PRODUCCIONES S.R.L.,AM 1470 LA DORREGO,Buenos Aires,CORONEL DORREGO,306276.58,,,306276.58
TV Cable,CONTENIDOS MULTIMEDIALES S.R.L,CANAL 6 TELEJUNIN,Buenos Aires,JUNIN,304920.00,,,304920.00
