rubro,proveedor,medio,provincia,localidad,total_general,canje,centr,descent
Radio FM,GRUPO MC MEDIOS S.A.,FM 99.9 FLASH,Buenos Aires,PERGAMINO,681327.77,,,681327.77
Web,COOP.DE TRABAJO RADIO COOP.LTD,WWW.RADIOCOOPERATIVA.COM.AR,Capital Federal,CAPITAL FEDERAL,681230.00,,,681230.00
Radio FM,LA 98 LP DE SAUL O.APOLINAIRE,FM 100.3 LA REDONDA,Buenos Aires,LA PLATA,678835.41,,103019.40,575816.01
Radio FM,COMERCIAL MEDIOS S.A.,FM 97.7 RADIO RIVADAVIA,Tucuman,SAN MIGUEL DE TUCUMAN,677116.00,,98736.00,578380.00
Radio AM,STADIUM ENTERPRISES S.A.,AM 1140 LU 22 RADIO TANDIL,Buenos Aires,TANDIL,675664.00,,,675664.00
TV Cable,TUCCI CLAUDIO OSCAR,CANAL 5 EPS TV,Buenos Aires,BRAGADO,675180.00,,,675180.00
Web,CTRO.ESTUDIOS AUTOGEST.ECONOMI,WWW.INFO360.NET,Buenos Aires,LA PLATA,675000.00,,285000.00,390000.00
Radio FM,EL DESTAPE RADIO S.A.,FM 104.1 RADIO REBELDE,San Luis,SAN LUIS,668646.00,,,668646.00
Web,FUND.ARG.TRAB.RURALES FUNDATRE,WWW.ELAGRARIO.COM.AR,Capital Federal,CAPITAL FEDERAL,666666.66,,266666.67,399999.99
TV Cable,FERRER JOSE ALEJANDRO,CANAL 8 SPACIO TELEVISION,Salta,SAN JOSE DE METAN,666575.00,,199550.00,467025.00
Via Publica,UNION GRAFICA S.A.,UNION GRAFICA S.A.,Varias,Varias,665500.00,,,665500.00
Radio FM,GRUPO MC MEDIOS S.A.,FM 88.3,Buenos Aires,SAN NICOLAS,662408.01,,,662408.01
Radio FM,RADIO LOS CERROS S.A.,FM 89.7 FESTIVAL,Mendoza,MENDOZA,662286.24,662286.24,,
TV Cable,COOP.DE TRABAJO PPR LTDA.,CANAL 4,Buenos Aires,MAR DE AJO,661930.50,,204550.50,457380.00
Web,AFINES S.R.L.,WWW.COMEDIARADIAL.AR,Cordoba,CORDOBA,661702.61,,252890.00,408812.61
Radio FM,CONSULTORA ARCADIA S.A.,FM 106.3 LITORAL,Santa Fe,SANTA FE,653570.67,,127531.40,526039.27
TV Cable,VALENZUELA CARLOS ERNESTO,CANAL 4 TVA TRINCHERA SAN JOSE,Misiones,POSADAS,652492.50,,,652492.50
Web,J.G. REPRESENTACIONES S.A.,WWW.RADIOSUDAMERICANA.COM,Corrientes,Varias,652190.01,,225866.67,426323.34
Web,TRES ELES PRODUCCIONES S.R.L.,WWW.PLANETAECONOMICO.COM,Buenos Aires,CAPITAL FEDERAL,651000.00,,105000.00,546000.00
Radio FM,ASOCIACION EL AGORA,FM 106.1 RADIO KERMES  (WWW.RADIOKERMES.COM -DIGITAL-),La Pampa,TOAY,648610.00,,65670.00,582940.00
Web,BRIEF MEDIA S.R.L.,WWW.NEXODIARIO.COM,Santa Fe,SANTA FE,644700.00,,210000.00,434700.00
Web,VOCACION S.R.L.,WWW.VOCACIONXPERIODISMO.COM.AR,Capital Federal,CAPITAL FEDERAL,644526.67,,102850.00,541676.67
Grafica,IMAGEN PROVINCIAL S.R.L.,PROVINCIA 23,Tierra del Fuego,RIO GRANDE,643104.00,643104.00,,
Web,FAZZARI SILVANA LORENA,WWW.ACTIVATDF.COM.AR,Tierra del Fuego,USHUAIA,641333.33,,157333.33,484000.00
Via Publica,P MAS D IDEAS CREATIVAS SRL,P MAS D IDEAS CREATIVAS SRL,Varias,Varias,638880.00,,,638880.00
Radio FM,EL DESTAPE RADIO S.A.,FM 97.9 RADIO TARTAGO LRK 783,Salta,TARTAGAL,637694.20,,93436.20,544258.00
TV Cable,BROADWAY S.A.,CANAL 3,Mendoza,SAN MARTIN,636520.50,,99861.30,536659.20
Via Publica,PC PUBLICIDAD S.A.,PC PUBLICIDAD S.A.,Varias,Varias,635250.00,,,635250.00
Web,TROKA SRL,WWW.INFORMATESALTA.COM.AR,Salta,SALTA,635082.00,,152040.00,483042.00
TV Cable,ASOC.CIVIL EL MUNDO DESDE ABAJ,CANAL 34.1 GIRAMUNDO TV COMUNITARIA,Mendoza,SAN JOSE,634050.00,,171900.00,462150.00
Web,COOP. DE TRABAJO LA CIGARRA LT,WWW.ELCIUDADANOWEB.COM,Santa Fe,ROSARIO,630000.00,,315000.00,315000.00
Web,EDITORIAL ESQUIU S.A.,WWW.ELESQUIU.COM,Catamarca,SAN FERNANDO DEL VALLE DE CATAMARCA,630000.00,,105000.00,525000.00
Web,RR PRODUCCIONES S.A.,WWW.PILARADIARIO.COM,Buenos Aires,PILAR,627900.00,,136500.00,491400.00
Via Publica,HIPUS PUBLICIDAD S.R.L.,HIPUS PUBLICIDAD S.R.L.,Varias,Varias,626780.00,,,626780.00
Radio FM,COMERCIAL MEDIOS S.A.,FM 94.9 RIVADAVIA,Santiago del Estero,SANTIAGO DEL ESTERO,619520.00,,121968.00,497552.00
TV Cable,RADIO Y TV SANTAFESINA SE,CANAL 5 RTV,Santa Fe,SANTA FE,618552.00,,94743.00,523809.00
Radio FM,EL DESTAPE RADIO S.A.,FM 100.3 RADIO LUZ,San Juan,CAUCETE,618280.96,,,618280.96
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 4,Salta,SALTA,616023.71,,,616023.71
Via Publica,BIGMEDIA ARGENTINA S.A.,BIGMEDIA ARGENTINA S.A.,Varias,Varias,613470.00,,,613470.00
Web,COPME S.A.S.,WWW.INFORMEPOLITICO.COM.AR,Capital Federal,CAPITAL FEDERAL,612500.00,,119000.00,493500.00
Web,PERSPECTIVA SUR S.R.L.,WWW.PERSPECTIVASUR.COM,Buenos Aires,QUILMES,609840.03,,122613.34,487226.69
Radio FM,GRUPO MC MEDIOS S.A.,FM 89.9 MAXIMA,Buenos Aires,9 DE julio,608609.48,,,608609.48
Via Publica,DOS TINTAS S.A.,DOS TINTAS S.A.,Varias,Varias,606936.00,,,606936.00
Via Publica,COOP. DE TRABAJO MOLL LTDA.,COOP. DE TRABAJO MOLL LTDA.,Varias,Varias,605968.00,,,605968.00
Web,AFAKOT SA,FM 89.9 RADIO CON VOS,Capital Federal,CAPITAL FEDERAL,605403.33,,605403.33,
Web,KABLAN PEDRO FEDERICO,WWW.OPINIONFRONTAL.COM,Capital Federal,CAPITAL FEDERAL,605000.00,,496100.00,108900.00
TV Cable,FUND.INICIATIVAS Y ESTRATEGIAS,EL CIUDADANO TV,Salta,SALTA,600360.00,,185280.00,415080.00
Radio FM,COMERCIAL MEDIOS S.A.,FM 89.5 ROCK & POP,San Juan,SAN JUAN,600160.00,,121968.00,478192.00
Web,GURUES S.A.,WWW.MEJORSALUD.COM.AR,Capital Federal,CAPITAL FEDERAL,597740.00,,125840.00,471900.00
Radio FM,J.G. REPRESENTACIONES S.A.,FM 91.9 STUDIO,Santa Fe,SANTA FE,594468.16,,61710.00,532758.16
Radio AM,LA PRENSA S.A.,AM 1620,Buenos Aires,MAR DEL PLATA,594085.80,,121968.00,472117.80
Via Publica,MADMEN COMUNICACION SRL,MADMEN COMUNICACION SRL,Varias,Varias,593384.00,,,593384.00
Radio AM,ASOC.CIVIL F.A.R.C.O.,FARCO SATELITAL,Capital Federal,CAPITAL FEDERAL,589650.00,,200700.00,388950.00
Web,COOP DE TRAB GRAF DEL PUEBLO,realidadenaumento.com.ar,Capital Federal,CAPITAL FEDERAL,586850.00,,114950.00,471900.00
TV Cable,SRT SERV R Y TV UNIV N CDBA SA,CANAL U,Cordoba,CORDOBA,586491.84,586491.84,,
Grafica,EDIAM S.A.,EL DIARIO DEL FIN DEL MUNDO,Tierra del Fuego,USHUAIA,584288.64,,48690.72,535597.92
Web,PEREZ PABLO,NUEVO.COM.AR,Capital Federal,CAPITAL FEDERAL,582400.00,,,582400.00
Radio FM,NEXO S.A.,FM 93.1,Mendoza,MENDOZA,581973.70,,142459.35,439514.35
Radio FM,EL DESTAPE RADIO S.A.,FM 99.3 LA VOZ CAPITAL,Misiones,POSADAS,581647.00,,,581647.00
Via Publica,PUBLICIDAD SUDMAR S.R.L.,PUBLICIDAD SUDMAR S.R.L.,Varias,Varias,580800.00,,,580800.00
Radio FM,EL DESTAPE RADIO S.A.,FM 102.3 INCLUSION,Entre Rios,GUALEGUAYCHU,578864.00,,,578864.00
Radio FM,LORCOM SRL,RADIO LED,Capital Federal,CAPITAL FEDERAL,577170.00,,,577170.00
Web,DINAMARCA PR S.R.L.,WWW.ELCANCILLER.COM,Capital Federal,CAPITAL FEDERAL,576800.00,,,576800.00
TV Cable,BENITEZ OCAMPO JUAN CARLOS JES,CANAL 8,Salta,TARTAGAL,574770.00,,186060.00,388710.00
Via Publica,PUBLICIDAD EXTERIOR S.R.L.,PUBLICIDAD EXTERIOR S.R.L.,Varias,Varias,574145.00,,,574145.00
Via Publica,PUBLICIDAD EXTERIOR S.R.L.,PUBLICIDAD EXTERIOR S.R.L.,Varias,Varias,574145.00,,,574145.00
Radio FM,NUEVOS MEDIOS PRODUCCIONES S.A,FM 93.3 RADIO EMOCIONES,Santiago del Estero,SANTIAGO DEL ESTERO,574120.80,,48787.20,525333.60
Web,ASOC. DE RADIODIF. BONAERENSES,WWW.ARBIA.ORG.AR,Capital Federal,CAPITAL FEDERAL,573333.33,,,573333.33
Radio FM,LAGOS EDUARDO LUIS,FM 107.1 MERIDIANO,Santa Fe,ROSARIO,570323.82,,62532.80,507791.02
Radio FM,GRUPO MC MEDIOS S.A.,FM 107.7 UNIVERSO,Buenos Aires,MERCEDES,567737.04,,,567737.04
Radio AM,DIFUSORA ENTRERRIANA SA R Y TV,AM 830 LT8 RADIO ROSARIO,Santa Fe,ROSARIO,565568.52,565568.52,,
Web,CAMPOS PEDRO IGNACIO,WWW.INFOBAIRES24.COM.AR,Buenos Aires,Varias,563325.00,,181125.00,382200.00
Radio FM,INVERSORA CORPORATIVA S.A.,FM 102.7 LA COOPE,Mendoza,GODOY CRUZ,560100.00,,138900.00,421200.00
Web,SALLABER GONZALO,WWW.POLITICAGLOBAL.COM.AR,Capital Federal,CAPITAL FEDERAL,560000.00,,200000.00,360000.00
Web,GOOD POINT S.R.L.,WWW.LIBERTADDIGITAL.COM.AR,Chaco,RESISTENCIA,558272.93,,235715.24,322557.69
Web,GURUES S.A.,WWW.COMUNIDADCAMPO.COM,Capital Federal,CAPITAL FEDERAL,556600.00,,121000.00,435600.00
Web,GURUES S.A.,WWW.TARIFASELECTRICAS.COM.AR,Capital Federal,CAPITAL FEDERAL,556600.00,,121000.00,435600.00
Web,GURUES S.A.,WWW.TERRITORIOPOLITICO.COM.AR,Capital Federal,CAPITAL FEDERAL,556600.00,,121000.00,435600.00
TV Cable,CABLE Y DIARIO S.A.,NOTICIEROS C Y D NOTICIAS,Santa Fe,SANTA FE,553915.15,,89951.58,463963.57
TV Cable,VISUAL S.R.L.,CANAL 4,Cordoba,SAN FRANCISCO,552594.90,,82582.50,470012.40
Radio FM,NIHUIL S.A.,FM 93.7 MONTECRISTO,Mendoza,MENDOZA,552515.04,552515.04,,
Radio FM,NIHUIL S.A.,FM 96.1 UNA,Mendoza,MENDOZA,552515.04,552515.04,,
Web,CAMPOSTRINI MARCELO GABRIEL,QUETEPASATDF.COM,Tierra del Fuego,RIO GRANDE,552000.00,,120000.00,432000.00
TV Cable,FRANCES OSVALDO GUILLERMO,CANAL 29,Buenos Aires,MAR DEL PLATA,551196.00,,117486.00,433710.00
Radio FM,GARCIA JUAN RAMON,FM 101.7 RADIO ALEGRIA,La Pampa,GENERAL PICO,548150.00,,117040.00,431110.00
Web,CUYO TELEVISION S.A.,WWW.ELSOL.COM.AR,Mendoza,MENDOZA,544500.00,,229900.00,314600.00
TV Cable,LU 089 TV CANAL 003 SANTA ROSA,CANAL 3,La Pampa,LA PAMPA,542041.90,,109030.08,433011.82
Web,FZ MEDIOS SAS,WWW.USHUAIANOTICIAS.COM,Tierra del Fuego,USHUAIA,541666.65,,108333.33,433333.32
Web,MONTIVEL S.A.,WWW.DIARIOCRONICA.COM.AR,Chubut,COMODORO RIVADAVIA,541450.00,,110500.00,430950.00
Radio FM,ASOCIACION CIVIL LA TRIBU,FM 88.7  LA TRIBU,Capital Federal,CAPITAL FEDERAL,541011.57,,205802.85,335208.72
Radio FM,MEDIOS ANDINOS S.A.,FM 99.5 RADIO ANDINA,Mendoza,MALARGUE,540265.96,,88167.18,452098.78
Radio AM,MEDIOS ANDINOS S.A.,AM 800 / FM 88.9 - LV 23 RADIO RIO ATUEL,Mendoza,GENERAL ALVEAR,540177.97,,88079.19,452098.78
Radio FM,MEDIOS ANDINOS S.A.,FM 104.5 MANATIALES,Mendoza,TUNUYAN,540177.97,,88079.19,452098.78
Radio FM,DI NATALE CARLOS MARIO,RADIO PROVINCIA,Tierra del Fuego,RIO GRANDE,539200.00,,,539200.00
TV Cable,ASOC.SAN MARTIN RESID.SALTENOS,CANAL 32.2 URBANA TEVE,Capital Federal,CAPITAL FEDERAL,535755.00,,177555.00,358200.00
Web,EDITORA S.A.,WWW.ELTRIBUNO.INFO/JUJUY/,Jujuy,SAN SALVADOR DE JUJUY,535500.00,,178500.00,357000.00
Web,EDIAM S.A.,WWW.ELDIARIODELFINDELMUNDO.COM,Tierra del Fuego,USHUAIA,535247.60,,114696.00,420551.60
Radio FM,BGM INDUSTRIAS DEL DISCO S.A.,FM 104.9 RADIO TOP,Buenos Aires,VILLA MARTELLI,534699.00,,,534699.00
Web,MONTIVEL S.A.,WWW.ELLIBERAL.COM.AR,Santiago del Estero,SANTIAGO DEL ESTERO,532399.98,,64533.33,467866.65
Radio FM,ASOC.P/FORTALECIM.COMUNITARIO,FM 92.7 LA PATRIADA,Salta,SALTA,531300.00,,118800.00,412500.00
TV Cable,ASOC.CIVIL TRABAJO EDUC.Y CULT,CANAL 32.1 BARRICADA TV,Capital Federal,CAPITAL FEDERAL,530964.00,,174564.00,356400.00
TV Cable,RIPOLL OMAR ANSELMO,TELEVISION DIGITAL CODIFICADA,Santa Fe,FIRMAT,528934.56,,92898.96,436035.60
Radio AM,J.G. REPRESENTACIONES S.A.,AM 1150 LT9 BRIGADIER LOPEZ,Santa Fe,SANTA FE,528687.44,,,528687.44
Radio AM,J.G. REPRESENTACIONES S.A.,AM LV 15 RADIO SAN LUIS 640 EN DUPLEX CON FM 15 99.9,San Luis,SAN LUIS,527816.52,,19209.96,508606.56
Web,ROTONDA ROGELIO ADRIAN,WWW.ELECO.COM.AR,Buenos Aires,TANDIL,527449.65,,219450.00,307999.65
Grafica,CONTENIDOS S.A.,DIARIO EL ZONDA,San Juan,SAN JUAN,527283.32,49670.93,,477612.39
Radio FM,RODEAR PRODUCCIONES S.R.L.,FM 92.3 LA RADIO,Buenos Aires,SAN PEDRO,526979.20,,86248.80,440730.40
Radio FM,NEXO S.A.,FM 102.1 ANDES LATINA,Mendoza,MENDOZA,526735.00,,111170.00,415565.00
Web,DIARIOS BONAERENSES S.A.,WWW.LAVERDADONLINE.COM,Buenos Aires,JUNIN,525000.00,,42000.00,483000.00
TV Cable,TELE AUDIO S.A.,CANAL 6,Jujuy,LIBERTADOR GENERAL SAN MARTIN,524872.60,,97994.51,426878.09
Via Publica,DARK SIDE S.R.L.,DARK SIDE S.R.L.,Varias,Varias,523325.00,,,523325.00
TV Cable,CABLE AUDIO VISION S.R.L.,CANAL 2,Jujuy,SAN PEDRO,522470.75,,97994.51,424476.24
Web,UNOTRESCINCO S.R.L.,WWW.INFO135.COM.AR,Buenos Aires,LA PLATA,521500.00,,,521500.00
TV Cable,CABLEVIDEO DIGITAL S.A.,CABLEVIDEO SANTA FE,Santa Fe,SANTA FE,520476.66,520476.66,,
Web,ARANDA CARLOS GUILLERMO,WWW.PORTALDIARIO.NET,Buenos Aires,GBA,520000.00,,,520000.00
Radio FM,RODEAR PRODUCCIONES S.R.L.,FM 95.5 IMPACTO,Buenos Aires,VILLA GESELL,519708.31,,,519708.31
Radio FM,BARILOCHE TV. S.A.,FM 103.1 RADIO 6,Rio Negro,BARILOCHE,519300.00,,,519300.00
Web,PEREZ MAXIMILIANO JAVIER,WWW.CODIGOBAIRES.COM.AR,Buenos Aires,LA PLATA,518333.35,,95000.00,423333.35
Radio FM,ESREQUIS JORGE,FM 94.5  CENTRAL RECONQUISTA,Santa Fe,RECONQUISTA,518000.00,,142000.00,376000.00
Via Publica,ELVIAN S.A.,ELVIAN S.A.,Varias,Varias,517880.00,,,517880.00
Web,TRD PUBLICIDAD Y COMUNIC. S.A.,WWW.ELSOLNOTICIAS.COM.AR,Buenos Aires,QUILMES,516750.66,,190050.66,326700.00
Web,TRD PUBLICIDAD Y COMUNIC. S.A.,WWW.FMSUR889.COM.AR,Buenos Aires,QUILMES,516750.66,,190050.66,326700.00
Web,TRD PUBLICIDAD Y COMUNIC. S.A.,WWW.LATE931.COM.AR,Capital Federal,CAPITAL FEDERAL,516750.66,,190050.66,326700.00
Web,TRD PUBLICIDAD Y COMUNIC. S.A.,WWW.RADIOELSOL.COM.AR,Capital Federal,CAPITAL FEDERAL,516750.66,,190050.66,326700.00
Via Publica,TROMEN S.R.L.,TROMEN S.R.L.,Varias,Varias,516670.00,,,516670.00
Radio FM,SILMAR PRODUCCIONES S.R.L.,FM 93.9 RADIO DEL PLATA TUCUMAN,Tucuman,SAN MIGUEL DE TUCUMAN,514040.67,,45302.40,468738.27
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 7 AIRE / CATAMARCA RADIO Y TELEVISION S.E,Catamarca,SAN FERNANDO DEL VALLE DE CATAMARCA,514008.00,,,514008.00
Radio FM,COMERCIAL MEDIOS S.A.,FM 89.1 LA 990,Tucuman,SAN MIGUEL DE TUCUMAN,512314.00,,74536.00,437778.00
Web,COOP. LA MANANA DE CORDOBA LTD,WWW.LMDIARIO.COM.AR,Cordoba,CORDOBA,510720.00,,215040.00,295680.00
TV Cable,PROA CENTRO ASOC. CIVIL,CANAL 9 PROA CENTRO TV,Cordoba,VILLA CURA BROCHERO,510600.00,,170100.00,340500.00
Radio AM,MEDIOS ANDINOS S.A.,AM 1320 / FM 104.5 - LV 24 RADIO MANANTIALES,Mendoza,TUNUYAN,510172.97,,58074.19,452098.78
Web,CIANCAGLINI MARIO,INFOLAPLATA.COM,Buenos Aires,LA PLATA,508666.68,,110000.00,398666.68
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 4,Santa Fe,SANTA FE,507056.55,,,507056.55
Web,ASOCIACION CIVIL CRONOS,WWW.COSECHAROJA.ORG,Buenos Aires,LA PLATA,506666.67,,386666.67,120000.00
Web,ASOCIACION CIVIL CRONOS,WWW.REVISTAANFIBIA.COM,Buenos Aires,LA PLATA,506666.67,,386666.67,120000.00
TV Cable,THE NEW FARM COMPANY S.A.,REVISTA CHACRA TV,Buenos Aires,CAPITAL FEDERAL,503662.50,,,503662.50
Web,MANANA EXPRESS S.R.L.,WWW.ROSARIOEXPRESS.COM.AR,Santa Fe,ROSARIO,502755.00,,248655.00,254100.00
Radio FM,G Y B S.R.L.,FM 99.1 RADIO LIBERTAD,Chaco,RESISTENCIA,502250.52,,100466.23,401784.29
Radio FM,LA ARENA S.A.,FM 99.5 RADIO NOTICIAS,La Pampa,SANTA ROSA,499455.75,,39474.00,459981.75
Radio FM,FERNANDEZ SILVIO DAMIAN,FM 91.3 RADIO FUTURO,Chaco,COLONIA ELISA,498400.00,,124400.00,374000.00
Radio FM,ESREQUIS IVAN,FM 91.3 RADIO CULTURAL,Santa Fe,RECONQUISTA,498000.00,,142000.00,356000.00
Web,GANDINI MARIANO LUIS,WWW.TODOPROVINCIAL.COM,Buenos Aires,BUENOS AIRES,496666.65,,80000.00,416666.65
Web,DI MAURO J.A. Y BENINI LAGUARD,WWW.PARLAMENTARIO.COM,Capital Federal,CAPITAL FEDERAL,496335.00,,54810.00,441525.00
Radio FM,ESREQUIS ANA,FM 96.1 RADIO DIEZ,Santa Fe,RECONQUISTA,496200.00,,153400.00,342800.00
Via Publica,MADMEN COMUNICACION SRL,MADMEN COMUNICACION SRL,Varias,Varias,496100.00,,,496100.00
Radio FM,MEDIAMAX S.A.,FM 95.1 SENSACIONES,Tucuman,SAN MIGUEL DE TUCUMAN,495045.18,,,495045.18
Radio FM,COMERCIAL MEDIOS S.A.,FM 103.3 ROCK & POP,Santiago del Estero,SANTIAGO DEL ESTERO,493680.00,,121968.00,371712.00
Radio FM,GRUPO MC MEDIOS S.A.,FM 102.1 BAHIA,Buenos Aires,AYACUCHO,492058.01,,,492058.01
TV Cable,CABLEVIDEO DIGITAL S.A.,CABLEVIDEO SANTO TOME,Santa Fe,SANTO TOME,490420.26,490420.26,,
Web,LIRIO LUIS HERNAN,WWW.TENESQUEIR.COM,Capital Federal,CAPITAL FEDERAL,490050.00,,,490050.00
Web,NORIEGA GUSTAVO ADRIAN,WWW.PRIMERPLANOONLINE.COM.AR,Buenos Aires,MORON,490000.00,,210000.00,280000.00
TV Cable,UNIVERS.NACIONAL DE SAN JUAN,CANAL XAMA,San Juan,SAN JUAN,488200.00,,100450.00,387750.00
TV Cable,CABLE VIDEO COLOR SRL,CANAL 2,Santa Fe,SAN JERONIMO NORTE,486891.90,,82691.40,404200.50
Web,ROMAN EDUARDO GERMAN,WWW.LANOTICIAWEB.COM.AR,Capital Federal,CAPITAL FEDERAL,486666.67,,106666.67,380000.00
TV Cable,EMPRENDIMIENTOS CULTURALES Y D,CANAL 18 RTN,Neuquen,NEUQUEN,486274.80,,,486274.80
Via Publica,TIME NETWORKS S.A.,TIME NETWORKS S.A.,Varias,Varias,484000.00,,,484000.00
Radio FM,MARTIN MARIA ALEJANDRA,FM 107.5 CONDOR,Mendoza,MENDOZA,481938.00,,128568.50,353369.50
Radio FM,L J K EDITORIAL S.A.,FM 97.5 TIEMPO,Santa Cruz,RIO GALLEGOS,480708.80,,,480708.80
Via Publica,CONSIGLIERE MEDIOS S.R.L.,CONSIGLIERE MEDIOS S.R.L.,Varias,Varias,479160.00,,,479160.00
Web,ALFARO DURAN JUAN CARLOS,WWW.INFOCRONOS.COM.AR,Buenos Aires,LA PLATA,478333.32,,50000.00,428333.32
Radio FM,L J K EDITORIAL S.A.,FM 104.1 CADENA 100,Santa Cruz,RIO GALLEGOS,477804.80,,,477804.80
Radio AM,MONSERRAT MARIA ALEJANDRA,AM 1330 ROSARIO,Santa Fe,ROSARIO,476415.00,,110745.00,365670.00
Web,GURUES S.A.,WWW.VOCESSALUDABLES.COM.AR,Capital Federal,CAPITAL FEDERAL,475933.33,,,475933.33
Web,GURUES S.A.,WWWNUESTROSGRANDES.COM.AR,Capital Federal,CAPITAL FEDERAL,475933.33,,,475933.33
Web,EDITORIAL FORMOSA S.A.,WWW.DIARIOELLIBERTADOR.COM.AR,Corrientes,CORRIENTES,475496.28,,158498.76,316997.52
Radio FM,PUBLICIDAD LA CUMBRE S.A.,FM 98.3 LA RED ROSARIO,Santa Fe,ROSARIO,475126.92,,123241.11,351885.81
Radio FM,SAYAVEDRA DIEGO,FM 96.9 DEL CONDADO,Mendoza,LUJAN DE CUYO,473850.00,,100575.00,373275.00
Web,BADINI YANINA SOLEDAD,WWW.INFOPICO.COM,La Pampa,GENERAL PICO,472500.00,,,472500.00
Web,POL-P PRODUCCIONES S.R.L.,WWW.GUOSAP.COM.AR,Capital Federal,CAPITAL FEDERAL,472500.00,,199500.00,273000.00
Web,PROSICOM NECOCHEA SA,TSNNECOCHEA.COM.AR,Buenos Aires,NECOCHEA,472500.00,,132300.00,340200.00
Radio FM,AIRE LIBRE S.R.L.,FM 96.3 AIRE LIBRE,Tierra del Fuego,RIO GRANDE,472008.20,,,472008.20
Radio FM,RADIO BICENTENARIO S.R.L.,FM 103.3 RADIO BICENTENARIO,Tucuman,SAN MIGUEL DE TUCUMAN,471272.27,,64058.80,407213.47
Radio FM,CIELO S.R.L.,FM 98.5 LA CIELO,Buenos Aires,SAN BERNARDO,470811.00,,,470811.00
Via Publica,PLANIMEDIA SRL,PLANIMEDIA SRL,Varias,Varias,469903.50,,,469903.50
Web,J.G. REPRESENTACIONES S.A.,WWW.JORNADAONLINE.COM,Mendoza,MENDOZA,467463.32,,199246.66,268216.66
Radio FM,TERUEL MARIA CECILIA,FM 103.7 - EXCLUSIVA,Santiago del Estero,SANTIAGO DEL ESTERO,467100.00,,100800.00,366300.00
Web,MTV NETWORKS ARGENTINA SRL,NOTICIAS.MITELEFE.COM,Capital Federal,CAPITAL FEDERAL,466794.19,,466794.19,
Web,COOP.DE TRABAJO LAVACA LTDA.,WWW.LAVACA.ORG,Capital Federal,CAPITAL FEDERAL,465500.00,,,465500.00
TV Cable,FUNDACION ALTERNATIVA POPULAR,CANAL 31.1 ENTV,Rio Negro,VIEDMA,463785.00,,155925.00,307860.00
Radio AM,DIFUSORA ENTRERRIANA SA R Y TV,AM 560 LT15 RADIO DEL LITORAL,Entre Rios,CONCORDIA,463571.24,289023.00,20326.32,154221.92
TV Cable,PROVINCIA DE TIERRA DEL FUEGO,CANAL 11,Tierra del Fuego,USHUAIA,462450.00,,,462450.00
Radio FM,LONGARELA ALBERTO DANIEL,FM 94.3 CADENA ATLANTIDA GUEMES,Salta,GENERAL GUEMES,461663.40,,134890.80,326772.60
Web,FRANGANILLO MARCELO,WWW.LAPALABRAPRECISA.COM.AR,Buenos Aires,MAR DEL PLATA,461615.02,,99623.34,361991.68
Grafica,MATER S.R.L.,DIARIO PRENSA LIBRE,Tierra del Fuego,USHUAIA,460800.00,,76800.00,384000.00
Web,INFRAMEDIOS 2030 S.R.L.,WWW.ELROMPEHIELOS.COM.AR,Tierra del Fuego,RIO GRANDE,460000.00,,100000.00,360000.00
Radio FM,SENTIDOS S.A.,FM 102.9 LA 100,Cordoba,CORDOBA,459787.76,,152526.93,307260.83
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 4,Buenos Aires,PUNTA ALTA,458850.15,,,458850.15
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 5,Buenos Aires,BRAGADO,458850.15,,,458850.15
Radio FM,FUNDACION SAN JOSE,FM 92.7 LR304 AMANECER,Santa Fe,RECONQUISTA,458337.00,,106590.00,351747.00
TV Cable,ACUNA CARLOS MARCELO,CANAL 30,Buenos Aires,MAR DEL PLATA,457398.15,,101821.50,355576.65
Via Publica,OESTE UNO S.R.L.,OESTE UNO S.R.L.,Varias,Varias,457380.00,,,457380.00
Radio FM,TELEDIFUSORA VALLE D/LERMA SRL,FM 98.3 LA RED DE SALTA,Salta,SALTA,455607.30,129442.50,74755.20,251409.60
Via Publica,NE3 PUBLICIDAD S.R.L.,NE3 PUBLICIDAD S.R.L.,Varias,Varias,453750.00,,,453750.00
TV Cable,CONTENIDOS S.R.L.,CANAL 12,Santa Fe,VENADO TUERTO,453459.60,,88045.65,365413.95
Web,P2P MEDIA S.R.L.,REALIDADARGENTINA.COM,Capital Federal,CAPITAL FEDERAL,451576.67,,,451576.67
Web,BOSCA GABRIELA VIVIANA,WWW.SNONLINE.COM.AR,Buenos Aires,RAMOS MEJIA,451000.00,,60133.34,390866.66
TV Cable,FIDEICOMISO ADM.AUDIOV.ACEQUIA,ACEQUIA TV - MENDOZA,Mendoza,MENDOZA,449273.00,,57233.00,392040.00
Radio FM,ASOC.MUTUAL MAGIST. DE STA.FE,FM 96.3 RADIO EME,Santa Fe,SANTA FE,448870.00,,108496.00,340374.00
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 2,Buenos Aires,TRES ARROYOS,444998.07,,,444998.07
Radio FM,GRUPO MC MEDIOS S.A.,FM 90.1 TRUJUI,Buenos Aires,SAN MIGUEL,442881.10,,,442881.10
